Month-Year,Yield Type,Trend Score
1-2018,Leak,82
1-2018,Tomato,74
1-2018,Chilies,51
1-2018,Corn,46
1-2018,Tomato,91
1-2018,Leak,90
1-2018,Cardamon,45
1-2018,Cardamon,48
1-2018,Chilies,25
1-2018,Tomato,83
1-2018,Pumpkin,31
1-2018,Cocoa,26
1-2018,Cardamon,36
1-2018,Potato,40
1-2018,Onion,52
1-2018,Pumpkin,38
1-2018,Radish,62
1-2018,Potato,43
1-2018,Cocoa,39
1-2018,Pumpkin,30
1-2018,Potato,36
1-2018,Chilies,18
1-2018,Chilies,46
1-2018,Onion,17
1-2018,Pumpkin,43
1-2018,Pepper,48
1-2018,Corn,60
1-2018,Cocoa,60
1-2018,Corn,47
1-2018,Leak,98
1-2018,Pepper,10
1-2018,Corn,35
1-2018,Cocoa,33
1-2018,Pepper,42
1-2018,Cocoa,66
1-2018,Onion,44
1-2018,Cardamon,57
1-2018,Cardamon,16
1-2018,Cocoa,13
1-2018,Cocoa,31
1-2018,Potato,42
1-2018,Cocoa,54
1-2018,Cardamon,10
1-2018,Onion,43
1-2018,Pepper,30
1-2018,Garlic,12
1-2018,Pepper,10
1-2018,Corn,25
1-2018,Potato,53
1-2018,Chilies,30
1-2018,Potato,14
1-2018,Leak,87
1-2018,Corn,48
1-2018,Cardamon,44
1-2018,Corn,67
1-2018,Chilies,62
1-2018,Garlic,34
1-2018,Cardamon,57
1-2018,Onion,34
1-2018,Ginger,13
1-2018,Chilies,27
1-2018,Cocoa,27
1-2018,Onion,43
1-2018,Cardamon,53
1-2018,Leak,77
1-2018,Potato,51
1-2018,Cowpea,41
1-2018,Onion,26
1-2018,Tomato,95
1-2018,Pumpkin,49
1-2018,Pumpkin,28
1-2018,Tomato,95
1-2018,Cowpea,16
1-2018,Tomato,95
1-2018,Leak,72
1-2018,Radish,24
1-2018,Pepper,16
1-2018,Potato,12
1-2018,Garlic,54
1-2018,Tomato,84
1-2018,Cocoa,33
1-2018,Chilies,44
1-2018,Cowpea,51
1-2018,Ginger,26
1-2018,Tomato,100
1-2018,Cocoa,28
1-2018,Potato,42
1-2018,Leak,83
1-2018,Pumpkin,36
1-2018,Cowpea,28
1-2018,Potato,20
1-2018,Cowpea,63
1-2018,Ginger,55
1-2018,Ginger,33
1-2018,Corn,36
1-2018,Cardamon,61
1-2018,Onion,66
1-2018,Pepper,32
1-2018,Corn,57
1-2018,Tomato,91
1-2018,Garlic,43
1-2018,Potato,29
1-2018,Tomato,71
1-2018,Radish,58
1-2018,Corn,63
1-2018,Cardamon,67
1-2018,Cowpea,69
1-2018,Cowpea,50
1-2018,Garlic,23
1-2018,Cocoa,12
1-2018,Garlic,13
1-2018,Potato,56
1-2018,Cocoa,39
1-2018,Chilies,60
1-2018,Potato,24
1-2018,Cocoa,68
1-2018,Tomato,86
1-2018,Potato,52
1-2018,Potato,63
1-2018,Potato,24
1-2018,Ginger,37
1-2018,Pumpkin,35
1-2018,Chilies,27
1-2018,Cocoa,36
1-2018,Leak,92
1-2018,Radish,21
1-2018,Radish,58
1-2018,Potato,32
1-2018,Ginger,36
1-2018,Cardamon,70
1-2018,Ginger,64
1-2018,Garlic,29
1-2018,Cardamon,63
1-2018,Onion,11
1-2018,Onion,31
1-2018,Leak,84
1-2018,Onion,36
1-2018,Pumpkin,55
1-2018,Radish,62
1-2018,Cardamon,60
1-2018,Pepper,10
1-2018,Garlic,22
1-2018,Pumpkin,70
1-2018,Radish,19
1-2018,Chilies,12
1-2018,Potato,22
1-2018,Tomato,98
1-2018,Cocoa,55
1-2018,Onion,61
1-2018,Radish,67
1-2018,Garlic,50
1-2018,Pepper,61
1-2018,Cocoa,63
1-2018,Chilies,32
1-2018,Ginger,17
1-2018,Cocoa,49
1-2018,Chilies,48
1-2018,Cocoa,53
1-2018,Cowpea,53
1-2018,Ginger,48
1-2018,Leak,73
1-2018,Ginger,68
1-2018,Pepper,54
1-2018,Chilies,31
1-2018,Cowpea,10
1-2018,Pumpkin,48
1-2018,Pumpkin,10
1-2018,Cocoa,17
1-2018,Corn,23
1-2018,Cocoa,35
1-2018,Pumpkin,54
1-2018,Cocoa,60
1-2018,Ginger,24
1-2018,Pepper,36
1-2018,Cocoa,27
1-2018,Onion,59
1-2018,Pepper,45
1-2018,Radish,59
1-2018,Corn,15
1-2018,Radish,44
1-2018,Garlic,37
1-2018,Pepper,45
1-2018,Cowpea,58
1-2018,Cocoa,29
1-2018,Pepper,42
1-2018,Cocoa,23
1-2018,Corn,50
1-2018,Cardamon,40
1-2018,Cocoa,68
1-2018,Radish,59
1-2018,Corn,63
1-2018,Leak,73
1-2018,Pepper,32
1-2018,Tomato,70
1-2018,Potato,63
1-2018,Cardamon,30
1-2018,Potato,22
1-2018,Radish,45
1-2018,Onion,50
1-2018,Radish,43
1-2018,Chilies,30
1-2018,Onion,16
1-2018,Cowpea,61
1-2018,Onion,30
1-2018,Leak,70
1-2018,Corn,62
1-2018,Cardamon,50
1-2018,Chilies,20
1-2018,Cardamon,60
1-2018,Onion,17
1-2018,Cardamon,66
1-2018,Cardamon,51
1-2018,Leak,99
1-2018,Radish,40
1-2018,Radish,50
1-2018,Ginger,66
1-2018,Potato,11
1-2018,Corn,31
1-2018,Pumpkin,29
1-2018,Pumpkin,37
1-2018,Ginger,40
1-2018,Pumpkin,15
1-2018,Pepper,26
1-2018,Potato,69
1-2018,Garlic,64
1-2018,Chilies,10
1-2018,Tomato,78
1-2018,Garlic,45
1-2018,Tomato,91
1-2018,Pepper,56
1-2018,Cowpea,48
1-2018,Ginger,37
1-2018,Chilies,39
1-2018,Garlic,51
1-2018,Pepper,56
1-2018,Onion,49
1-2018,Pumpkin,52
1-2018,Corn,55
1-2018,Cardamon,18
1-2018,Cardamon,56
1-2018,Radish,20
1-2018,Pumpkin,32
1-2018,Tomato,94
1-2018,Chilies,11
1-2018,Cardamon,27
1-2018,Leak,95
1-2018,Tomato,86
1-2018,Onion,67
1-2018,Pepper,70
1-2018,Pumpkin,17
1-2018,Cardamon,35
1-2018,Pepper,49
1-2018,Cardamon,34
1-2018,Pumpkin,46
1-2018,Cocoa,61
1-2018,Leak,96
1-2018,Tomato,97
1-2018,Pepper,17
1-2018,Chilies,27
1-2018,Cowpea,25
1-2018,Pumpkin,62
1-2018,Ginger,48
1-2018,Leak,96
1-2018,Potato,44
1-2018,Leak,88
1-2018,Chilies,65
1-2018,Garlic,19
1-2018,Garlic,23
1-2018,Cowpea,59
1-2018,Corn,57
1-2018,Pepper,38
1-2018,Ginger,41
1-2018,Onion,46
1-2018,Chilies,42
1-2018,Cowpea,62
1-2018,Pumpkin,32
1-2018,Garlic,66
1-2018,Cowpea,70
1-2018,Tomato,74
1-2018,Chilies,60
1-2018,Ginger,23
1-2018,Corn,26
1-2018,Leak,86
1-2018,Pepper,14
1-2018,Radish,47
1-2018,Corn,47
1-2018,Garlic,45
1-2018,Ginger,17
1-2018,Pumpkin,65
1-2018,Pepper,53
1-2018,Cardamon,23
1-2018,Cocoa,32
1-2018,Corn,51
1-2018,Radish,67
1-2018,Cocoa,19
1-2018,Ginger,67
1-2018,Ginger,13
1-2018,Radish,40
1-2018,Tomato,87
1-2018,Pumpkin,31
1-2018,Cowpea,60
1-2018,Potato,34
1-2018,Leak,86
1-2018,Leak,99
1-2018,Cocoa,62
1-2018,Onion,67
1-2018,Cardamon,68
1-2018,Cowpea,68
1-2018,Garlic,34
1-2018,Pepper,41
1-2018,Radish,60
1-2018,Leak,81
1-2018,Leak,91
1-2018,Radish,20
1-2018,Corn,45
1-2018,Potato,65
1-2018,Cowpea,43
1-2018,Leak,73
1-2018,Potato,33
1-2018,Tomato,84
1-2018,Ginger,27
1-2018,Cowpea,26
1-2018,Pepper,57
1-2018,Onion,68
1-2018,Cowpea,10
1-2018,Radish,11
1-2018,Cowpea,65
1-2018,Cardamon,43
1-2018,Radish,43
1-2018,Cardamon,26
1-2018,Ginger,32
1-2018,Onion,25
1-2018,Tomato,97
1-2018,Radish,59
1-2018,Pepper,54
1-2018,Tomato,75
1-2018,Tomato,78
1-2018,Cowpea,25
1-2018,Potato,20
1-2018,Corn,32
1-2018,Radish,44
1-2018,Tomato,72
1-2018,Cardamon,32
1-2018,Garlic,28
1-2018,Corn,16
1-2018,Chilies,50
1-2018,Potato,61
1-2018,Radish,16
1-2018,Ginger,40
1-2018,Onion,70
1-2018,Tomato,99
1-2018,Tomato,82
1-2018,Cowpea,19
1-2018,Pumpkin,29
1-2018,Tomato,100
1-2018,Corn,66
1-2018,Cocoa,35
1-2018,Chilies,51
1-2018,Ginger,33
1-2018,Tomato,83
1-2018,Chilies,14
1-2018,Chilies,60
1-2018,Cowpea,58
1-2018,Potato,60
1-2018,Ginger,56
1-2018,Tomato,100
1-2018,Chilies,45
1-2018,Corn,18
1-2018,Garlic,25
1-2018,Pumpkin,45
1-2018,Ginger,48
1-2018,Cowpea,37
1-2018,Pepper,31
1-2018,Potato,48
1-2018,Ginger,48
1-2018,Garlic,12
1-2018,Cardamon,34
1-2018,Cocoa,52
1-2018,Cardamon,61
1-2018,Garlic,36
1-2018,Pepper,35
1-2018,Cocoa,70
1-2018,Radish,13
1-2018,Pepper,66
1-2018,Potato,55
1-2018,Onion,38
1-2018,Chilies,68
1-2018,Pepper,45
1-2018,Cocoa,69
1-2018,Corn,70
1-2018,Cocoa,56
1-2018,Leak,75
1-2018,Radish,26
1-2018,Ginger,14
1-2018,Corn,16
1-2018,Potato,69
1-2018,Onion,29
1-2018,Corn,61
1-2018,Cocoa,18
1-2018,Pepper,40
1-2018,Corn,17
1-2018,Cardamon,63
1-2018,Pumpkin,15
1-2018,Cardamon,66
1-2018,Cardamon,25
1-2018,Chilies,11
1-2018,Onion,54
1-2018,Tomato,71
1-2018,Cardamon,22
1-2018,Tomato,72
1-2018,Cocoa,65
1-2018,Potato,12
1-2018,Pepper,53
1-2018,Corn,67
1-2018,Leak,95
1-2018,Cowpea,17
1-2018,Corn,27
1-2018,Pepper,44
1-2018,Leak,88
1-2018,Potato,26
1-2018,Leak,89
1-2018,Tomato,77
1-2018,Pumpkin,21
1-2018,Corn,41
1-2018,Garlic,30
1-2018,Pumpkin,20
1-2018,Pepper,46
1-2018,Pumpkin,39
1-2018,Radish,33
1-2018,Ginger,29
1-2018,Pepper,16
1-2018,Garlic,58
1-2018,Chilies,63
1-2018,Garlic,50
1-2018,Cowpea,38
1-2018,Cardamon,15
1-2018,Cardamon,25
1-2018,Pepper,27
1-2018,Corn,57
1-2018,Tomato,72
1-2018,Leak,78
1-2018,Cowpea,57
1-2018,Ginger,27
1-2018,Pumpkin,70
1-2018,Leak,90
1-2018,Cocoa,13
1-2018,Pumpkin,34
1-2018,Ginger,58
1-2018,Potato,17
1-2018,Tomato,91
1-2018,Cocoa,37
1-2018,Pepper,63
1-2018,Chilies,21
1-2018,Potato,56
1-2018,Leak,81
1-2018,Onion,28
1-2018,Radish,25
1-2018,Cocoa,38
1-2018,Radish,61
1-2018,Corn,28
1-2018,Cowpea,43
1-2018,Potato,53
1-2018,Corn,65
1-2018,Onion,36
1-2018,Pumpkin,55
1-2018,Chilies,68
1-2018,Corn,57
1-2018,Pumpkin,33
1-2018,Ginger,21
1-2018,Corn,49
1-2018,Pepper,63
1-2018,Onion,27
1-2018,Cardamon,11
1-2018,Chilies,52
1-2018,Potato,36
1-2018,Leak,93
1-2018,Radish,25
1-2018,Chilies,26
1-2018,Cowpea,27
1-2018,Garlic,65
1-2018,Garlic,48
1-2018,Pepper,52
1-2018,Cocoa,23
1-2018,Potato,51
1-2018,Radish,34
1-2018,Cowpea,11
1-2018,Pumpkin,42
1-2018,Tomato,83
1-2018,Potato,26
1-2018,Corn,23
1-2018,Tomato,73
1-2018,Cardamon,67
1-2018,Chilies,41
1-2018,Ginger,24
1-2018,Pepper,25
1-2018,Tomato,85
1-2018,Chilies,48
1-2018,Cardamon,37
1-2018,Corn,69
1-2018,Radish,36
2-2018,Pepper,21
2-2018,Pepper,64
2-2018,Tomato,95
2-2018,Cocoa,24
2-2018,Tomato,88
2-2018,Pepper,58
2-2018,Cardamon,30
2-2018,Corn,57
2-2018,Potato,31
2-2018,Pumpkin,69
2-2018,Radish,67
2-2018,Chilies,47
2-2018,Pumpkin,14
2-2018,Pumpkin,35
2-2018,Pepper,57
2-2018,Ginger,18
2-2018,Onion,22
2-2018,Cowpea,66
2-2018,Cocoa,46
2-2018,Garlic,61
2-2018,Chilies,62
2-2018,Ginger,34
2-2018,Ginger,33
2-2018,Garlic,24
2-2018,Cardamon,49
2-2018,Cocoa,29
2-2018,Cocoa,11
2-2018,Cardamon,20
2-2018,Chilies,63
2-2018,Radish,65
2-2018,Leak,75
2-2018,Pumpkin,19
2-2018,Corn,34
2-2018,Onion,26
2-2018,Cardamon,50
2-2018,Ginger,39
2-2018,Chilies,10
2-2018,Cowpea,23
2-2018,Onion,11
2-2018,Corn,25
2-2018,Potato,28
2-2018,Garlic,13
2-2018,Ginger,70
2-2018,Potato,23
2-2018,Corn,57
2-2018,Potato,50
2-2018,Radish,16
2-2018,Cowpea,25
2-2018,Ginger,59
2-2018,Tomato,77
2-2018,Tomato,85
2-2018,Cowpea,29
2-2018,Chilies,42
2-2018,Cowpea,36
2-2018,Cardamon,46
2-2018,Pepper,60
2-2018,Pumpkin,11
2-2018,Cocoa,31
2-2018,Onion,58
2-2018,Tomato,95
2-2018,Pumpkin,57
2-2018,Onion,63
2-2018,Cowpea,26
2-2018,Leak,79
2-2018,Pepper,18
2-2018,Cowpea,12
2-2018,Cowpea,23
2-2018,Corn,18
2-2018,Cowpea,61
2-2018,Pumpkin,29
2-2018,Cocoa,57
2-2018,Leak,87
2-2018,Pepper,50
2-2018,Garlic,66
2-2018,Cardamon,28
2-2018,Leak,95
2-2018,Cowpea,25
2-2018,Chilies,41
2-2018,Chilies,39
2-2018,Tomato,86
2-2018,Ginger,59
2-2018,Garlic,20
2-2018,Cardamon,52
2-2018,Potato,69
2-2018,Cardamon,55
2-2018,Radish,35
2-2018,Pepper,37
2-2018,Pumpkin,12
2-2018,Cowpea,55
2-2018,Cocoa,35
2-2018,Cardamon,23
2-2018,Corn,67
2-2018,Tomato,80
2-2018,Garlic,49
2-2018,Garlic,47
2-2018,Corn,22
2-2018,Pepper,27
2-2018,Garlic,28
2-2018,Chilies,66
2-2018,Garlic,52
2-2018,Pumpkin,17
2-2018,Pumpkin,42
2-2018,Potato,35
2-2018,Leak,97
2-2018,Pepper,63
2-2018,Tomato,100
2-2018,Potato,12
2-2018,Pepper,44
2-2018,Onion,28
2-2018,Onion,32
2-2018,Tomato,98
2-2018,Pumpkin,47
2-2018,Corn,49
2-2018,Cowpea,68
2-2018,Cowpea,63
2-2018,Cocoa,45
2-2018,Cardamon,20
2-2018,Radish,39
2-2018,Leak,79
2-2018,Leak,81
2-2018,Cocoa,39
2-2018,Tomato,71
2-2018,Pumpkin,53
2-2018,Radish,52
2-2018,Radish,18
2-2018,Cowpea,10
2-2018,Cocoa,58
2-2018,Cardamon,45
2-2018,Radish,43
2-2018,Cardamon,59
2-2018,Leak,74
2-2018,Ginger,39
2-2018,Potato,66
2-2018,Ginger,55
2-2018,Onion,28
2-2018,Radish,44
2-2018,Cowpea,59
2-2018,Pepper,30
2-2018,Ginger,68
2-2018,Cardamon,67
2-2018,Cowpea,23
2-2018,Onion,49
2-2018,Garlic,40
2-2018,Radish,21
2-2018,Tomato,76
2-2018,Cardamon,30
2-2018,Corn,15
2-2018,Cocoa,51
2-2018,Pumpkin,70
2-2018,Corn,10
2-2018,Pumpkin,46
2-2018,Leak,100
2-2018,Tomato,73
2-2018,Chilies,37
2-2018,Cocoa,34
2-2018,Corn,63
2-2018,Garlic,28
2-2018,Potato,42
2-2018,Onion,43
2-2018,Tomato,94
2-2018,Pepper,36
2-2018,Leak,71
2-2018,Cowpea,60
2-2018,Potato,27
2-2018,Chilies,40
2-2018,Tomato,99
2-2018,Ginger,69
2-2018,Corn,56
2-2018,Garlic,66
2-2018,Potato,26
2-2018,Pepper,21
2-2018,Potato,38
2-2018,Cardamon,37
2-2018,Pepper,39
2-2018,Cocoa,18
2-2018,Cowpea,16
2-2018,Radish,10
2-2018,Cowpea,19
2-2018,Pumpkin,65
2-2018,Garlic,28
2-2018,Cocoa,30
2-2018,Pumpkin,11
2-2018,Onion,44
2-2018,Cowpea,34
2-2018,Pumpkin,15
2-2018,Cocoa,16
2-2018,Pumpkin,11
2-2018,Cocoa,13
2-2018,Cowpea,40
2-2018,Radish,31
2-2018,Garlic,13
2-2018,Chilies,27
2-2018,Potato,57
2-2018,Pepper,39
2-2018,Potato,39
2-2018,Chilies,58
2-2018,Garlic,28
2-2018,Leak,96
2-2018,Leak,81
2-2018,Cardamon,41
2-2018,Corn,65
2-2018,Garlic,45
2-2018,Potato,18
2-2018,Chilies,31
2-2018,Tomato,92
2-2018,Cocoa,11
2-2018,Leak,93
2-2018,Ginger,22
2-2018,Onion,23
2-2018,Chilies,44
2-2018,Cocoa,13
2-2018,Onion,50
2-2018,Onion,19
2-2018,Radish,42
2-2018,Cowpea,33
2-2018,Radish,45
2-2018,Leak,90
2-2018,Potato,36
2-2018,Garlic,40
2-2018,Corn,20
2-2018,Radish,53
2-2018,Leak,75
2-2018,Ginger,14
2-2018,Tomato,74
2-2018,Pumpkin,30
2-2018,Pumpkin,64
2-2018,Corn,21
2-2018,Chilies,33
2-2018,Chilies,70
2-2018,Cocoa,63
2-2018,Leak,84
2-2018,Tomato,100
2-2018,Tomato,83
2-2018,Cowpea,18
2-2018,Onion,66
2-2018,Radish,19
2-2018,Cardamon,25
2-2018,Radish,16
2-2018,Leak,76
2-2018,Potato,69
2-2018,Cardamon,57
2-2018,Ginger,33
2-2018,Garlic,54
2-2018,Garlic,47
2-2018,Leak,94
2-2018,Pepper,61
2-2018,Pumpkin,52
2-2018,Leak,75
2-2018,Cocoa,26
2-2018,Ginger,54
2-2018,Cocoa,23
2-2018,Leak,88
2-2018,Potato,62
2-2018,Leak,75
2-2018,Cowpea,57
2-2018,Ginger,25
2-2018,Cardamon,45
2-2018,Chilies,30
2-2018,Chilies,54
2-2018,Tomato,98
2-2018,Cardamon,64
2-2018,Ginger,10
2-2018,Pepper,24
2-2018,Chilies,59
2-2018,Corn,70
2-2018,Pumpkin,42
2-2018,Potato,29
2-2018,Cardamon,45
2-2018,Radish,26
2-2018,Corn,16
2-2018,Cocoa,44
2-2018,Onion,29
2-2018,Ginger,26
2-2018,Cocoa,40
2-2018,Cocoa,20
2-2018,Cardamon,17
2-2018,Cocoa,52
2-2018,Cocoa,36
2-2018,Cardamon,37
2-2018,Cowpea,35
2-2018,Radish,53
2-2018,Radish,48
2-2018,Cowpea,52
2-2018,Pumpkin,48
2-2018,Leak,100
2-2018,Potato,67
2-2018,Cowpea,62
2-2018,Radish,49
2-2018,Chilies,43
2-2018,Cocoa,23
2-2018,Corn,45
2-2018,Potato,62
2-2018,Pepper,40
2-2018,Chilies,18
2-2018,Cardamon,67
2-2018,Cowpea,13
2-2018,Leak,75
2-2018,Cocoa,40
2-2018,Tomato,100
2-2018,Potato,47
2-2018,Ginger,45
2-2018,Onion,19
2-2018,Garlic,43
2-2018,Pumpkin,34
2-2018,Potato,23
2-2018,Radish,32
2-2018,Garlic,10
2-2018,Ginger,15
2-2018,Potato,48
2-2018,Potato,17
2-2018,Chilies,32
2-2018,Leak,82
2-2018,Radish,61
2-2018,Ginger,23
2-2018,Radish,11
2-2018,Tomato,74
2-2018,Pumpkin,51
2-2018,Potato,23
2-2018,Radish,25
2-2018,Radish,56
2-2018,Garlic,15
2-2018,Pumpkin,26
2-2018,Cardamon,44
2-2018,Leak,79
2-2018,Garlic,11
2-2018,Cocoa,11
2-2018,Cocoa,22
2-2018,Tomato,85
2-2018,Leak,91
2-2018,Leak,98
2-2018,Chilies,11
2-2018,Pumpkin,47
2-2018,Cocoa,50
2-2018,Onion,15
2-2018,Pumpkin,15
2-2018,Pepper,19
2-2018,Pumpkin,14
2-2018,Garlic,36
2-2018,Cardamon,26
2-2018,Pepper,57
2-2018,Chilies,11
2-2018,Onion,39
2-2018,Onion,35
2-2018,Cowpea,70
2-2018,Corn,17
2-2018,Pumpkin,36
2-2018,Onion,20
2-2018,Potato,46
2-2018,Tomato,78
2-2018,Cocoa,65
2-2018,Cocoa,14
2-2018,Corn,35
2-2018,Ginger,31
2-2018,Ginger,70
2-2018,Corn,63
2-2018,Cardamon,15
2-2018,Pepper,22
2-2018,Pepper,33
2-2018,Cocoa,11
2-2018,Chilies,22
2-2018,Onion,21
2-2018,Cocoa,48
2-2018,Cowpea,24
2-2018,Radish,62
2-2018,Ginger,47
2-2018,Leak,86
2-2018,Cocoa,17
2-2018,Pepper,39
2-2018,Cowpea,65
2-2018,Corn,40
2-2018,Corn,63
2-2018,Cowpea,50
2-2018,Potato,53
2-2018,Cowpea,24
2-2018,Tomato,100
2-2018,Garlic,36
2-2018,Cardamon,39
2-2018,Ginger,12
2-2018,Cardamon,67
2-2018,Pepper,10
2-2018,Pumpkin,14
2-2018,Cocoa,42
2-2018,Radish,51
2-2018,Garlic,26
2-2018,Cardamon,60
2-2018,Tomato,100
2-2018,Garlic,59
2-2018,Pepper,21
2-2018,Leak,95
2-2018,Ginger,35
2-2018,Potato,56
2-2018,Pepper,17
2-2018,Leak,74
2-2018,Cardamon,41
2-2018,Corn,29
2-2018,Cardamon,45
2-2018,Leak,77
2-2018,Garlic,57
2-2018,Ginger,61
2-2018,Leak,97
2-2018,Cocoa,58
2-2018,Pumpkin,51
2-2018,Potato,38
2-2018,Pepper,25
2-2018,Chilies,45
2-2018,Pumpkin,48
2-2018,Pumpkin,24
2-2018,Corn,51
2-2018,Cowpea,32
2-2018,Potato,53
2-2018,Tomato,76
2-2018,Onion,36
2-2018,Ginger,37
2-2018,Pumpkin,70
2-2018,Corn,54
2-2018,Radish,65
2-2018,Cocoa,65
2-2018,Garlic,58
2-2018,Potato,17
2-2018,Radish,11
2-2018,Radish,22
2-2018,Radish,67
2-2018,Cocoa,65
2-2018,Corn,25
2-2018,Leak,85
2-2018,Pepper,16
2-2018,Pumpkin,13
2-2018,Corn,16
2-2018,Onion,53
2-2018,Garlic,63
2-2018,Pumpkin,45
2-2018,Cowpea,36
2-2018,Corn,61
2-2018,Tomato,78
2-2018,Garlic,26
2-2018,Corn,18
2-2018,Garlic,13
2-2018,Cowpea,23
2-2018,Garlic,23
2-2018,Corn,65
2-2018,Cardamon,44
2-2018,Garlic,20
2-2018,Pumpkin,46
2-2018,Ginger,50
2-2018,Corn,65
2-2018,Garlic,61
2-2018,Cowpea,30
2-2018,Onion,48
2-2018,Cardamon,22
2-2018,Onion,51
2-2018,Cocoa,59
2-2018,Garlic,64
2-2018,Leak,75
2-2018,Garlic,31
2-2018,Cocoa,13
2-2018,Pumpkin,47
2-2018,Leak,76
2-2018,Cardamon,28
2-2018,Onion,12
2-2018,Onion,31
2-2018,Cocoa,16
2-2018,Ginger,31
2-2018,Pumpkin,69
2-2018,Garlic,32
2-2018,Cardamon,70
2-2018,Leak,96
2-2018,Onion,17
2-2018,Potato,19
2-2018,Garlic,24
2-2018,Cardamon,30
2-2018,Potato,60
2-2018,Leak,94
2-2018,Ginger,59
2-2018,Pepper,66
2-2018,Cocoa,17
2-2018,Radish,67
2-2018,Pumpkin,25
2-2018,Pumpkin,49
2-2018,Chilies,57
2-2018,Radish,37
2-2018,Cardamon,10
2-2018,Onion,36
2-2018,Pumpkin,60
2-2018,Cocoa,61
2-2018,Leak,75
2-2018,Cocoa,15
2-2018,Cocoa,13
2-2018,Corn,39
2-2018,Garlic,33
2-2018,Potato,60
2-2018,Cardamon,17
2-2018,Radish,27
2-2018,Garlic,30
2-2018,Garlic,56
2-2018,Ginger,68
2-2018,Corn,67
2-2018,Cowpea,33
2-2018,Onion,54
2-2018,Potato,44
2-2018,Cocoa,57
2-2018,Radish,65
2-2018,Onion,56
2-2018,Cowpea,13
2-2018,Ginger,51
2-2018,Garlic,40
2-2018,Garlic,36
2-2018,Cowpea,58
2-2018,Corn,30
2-2018,Leak,97
2-2018,Cocoa,56
2-2018,Radish,56
2-2018,Garlic,70
2-2018,Ginger,48
2-2018,Chilies,33
2-2018,Potato,32
2-2018,Pumpkin,17
2-2018,Corn,65
2-2018,Pumpkin,15
2-2018,Radish,38
2-2018,Potato,70
2-2018,Potato,42
2-2018,Pumpkin,18
2-2018,Corn,59
2-2018,Garlic,49
2-2018,Ginger,39
2-2018,Cardamon,38
2-2018,Pepper,42
2-2018,Pepper,19
2-2018,Corn,65
2-2018,Pumpkin,44
2-2018,Tomato,80
2-2018,Radish,25
2-2018,Chilies,25
2-2018,Leak,98
2-2018,Garlic,53
2-2018,Onion,46
2-2018,Ginger,10
2-2018,Garlic,23
2-2018,Ginger,48
2-2018,Corn,23
2-2018,Tomato,81
2-2018,Garlic,12
2-2018,Radish,61
2-2018,Chilies,17
2-2018,Radish,27
2-2018,Corn,38
2-2018,Cocoa,58
2-2018,Potato,35
2-2018,Cardamon,48
2-2018,Cocoa,31
2-2018,Ginger,34
2-2018,Chilies,36
2-2018,Cardamon,36
2-2018,Radish,70
2-2018,Corn,46
2-2018,Chilies,64
2-2018,Pepper,12
2-2018,Cardamon,18
2-2018,Tomato,78
2-2018,Leak,96
2-2018,Corn,44
2-2018,Garlic,16
2-2018,Pepper,29
2-2018,Potato,69
2-2018,Leak,88
2-2018,Corn,65
2-2018,Cocoa,12
2-2018,Cocoa,28
2-2018,Pumpkin,36
2-2018,Ginger,48
2-2018,Onion,48
2-2018,Garlic,68
2-2018,Garlic,56
2-2018,Chilies,57
2-2018,Corn,45
2-2018,Ginger,37
2-2018,Cocoa,51
2-2018,Cardamon,19
2-2018,Pumpkin,66
2-2018,Onion,47
2-2018,Pumpkin,56
2-2018,Garlic,32
2-2018,Garlic,30
2-2018,Corn,42
2-2018,Cowpea,43
2-2018,Corn,33
2-2018,Ginger,32
2-2018,Radish,65
2-2018,Chilies,42
2-2018,Cowpea,20
2-2018,Cowpea,52
2-2018,Leak,97
2-2018,Leak,97
2-2018,Chilies,58
2-2018,Potato,38
2-2018,Cocoa,65
2-2018,Garlic,56
2-2018,Radish,64
2-2018,Ginger,30
2-2018,Cowpea,44
2-2018,Pepper,17
2-2018,Chilies,24
2-2018,Cowpea,25
2-2018,Pepper,19
2-2018,Ginger,46
2-2018,Onion,22
2-2018,Garlic,10
2-2018,Corn,63
2-2018,Tomato,98
2-2018,Leak,91
2-2018,Onion,10
2-2018,Pumpkin,45
2-2018,Leak,81
2-2018,Corn,32
2-2018,Cocoa,30
2-2018,Cardamon,42
2-2018,Radish,26
2-2018,Chilies,18
2-2018,Cocoa,16
2-2018,Cocoa,35
2-2018,Radish,26
2-2018,Tomato,97
2-2018,Onion,51
2-2018,Garlic,36
2-2018,Cowpea,35
2-2018,Cowpea,70
2-2018,Cowpea,43
2-2018,Chilies,62
2-2018,Onion,37
2-2018,Tomato,75
2-2018,Garlic,16
2-2018,Pepper,57
2-2018,Potato,55
2-2018,Tomato,88
2-2018,Corn,22
2-2018,Corn,68
2-2018,Potato,54
2-2018,Pepper,66
2-2018,Pepper,32
2-2018,Potato,52
2-2018,Potato,63
2-2018,Chilies,27
2-2018,Radish,33
2-2018,Cardamon,30
2-2018,Potato,50
2-2018,Radish,25
2-2018,Corn,65
2-2018,Onion,63
2-2018,Chilies,67
2-2018,Garlic,40
2-2018,Ginger,15
2-2018,Cocoa,53
2-2018,Cardamon,62
2-2018,Chilies,45
2-2018,Pumpkin,59
2-2018,Cowpea,51
2-2018,Cocoa,25
2-2018,Radish,41
2-2018,Cardamon,27
2-2018,Pepper,67
2-2018,Cocoa,18
2-2018,Pepper,12
